category,score,asset_key,path,source,used_by_count,used_by,status,reason,recommendation,searchQuery,alt,delivered_src,in_cache,cultural_markers
UNKNOWN,,hash:3a0d600db3abaa26,public/clients/oaza-lepote-manta/services.jpg,local:public/clients/oaza-lepote-manta/services.jpg,1,oaza-lepote-manta,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovno striženje las in prijeten kotiček s kavo,/clients/oaza-lepote-manta/services.jpg,False,
UNKNOWN,,hash:44a4587ab32b8cd1,public/clients/keramix-keramicarstvo-robert/services.jpg,local:public/clients/keramix-keramicarstvo-robert/services.jpg,1,keramix-keramicarstvo-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Kakovostne keramičarske storitve in prenova kopalnic,/clients/keramix-keramicarstvo-robert/services.jpg,False,
UNKNOWN,,hash:4512a28647fa9ccf,public/clients/keramicarstvo-zeljko-zeljko/services.jpg,local:public/clients/keramicarstvo-zeljko-zeljko/services.jpg,1,keramicarstvo-zeljko-zeljko,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančna izvedba keramičnih del in adaptacija kopalnice,/clients/keramicarstvo-zeljko-zeljko/services.jpg,False,
UNKNOWN,,hash:5f924c38b5fd20bf,public/clients/polaganje-kamna-keramike/services.jpg,local:public/clients/polaganje-kamna-keramike/services.jpg,1,polaganje-kamna-keramike,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančno polaganje keramike in kamna v kopalnici,/clients/polaganje-kamna-keramike/services.jpg,False,
UNKNOWN,,hash:6edac8e18181e09d,public/clients/baro-lenart-baraga/hero.jpg,local:public/clients/baro-lenart-baraga/hero.jpg,1,baro-lenart-baraga,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Električar pri namestitvi sodobnih elektroinstalacij v objektu,/clients/baro-lenart-baraga/hero.jpg,False,
UNKNOWN,,hash:6fae6858ca4eced3,public/clients/baro-lenart-baraga/services.jpg,local:public/clients/baro-lenart-baraga/services.jpg,1,baro-lenart-baraga,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Sodobna elektro omarica in pametne inštalacije,/clients/baro-lenart-baraga/services.jpg,False,
UNKNOWN,,hash:71f0c85aede36b88,public/clients/mv-hd-frizerski/hero.jpg,local:public/clients/mv-hd-frizerski/hero.jpg,1,mv-hd-frizerski,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Sodoben in svetel frizerski salon v Novem mestu,/clients/mv-hd-frizerski/hero.jpg,False,
UNKNOWN,,hash:881590b5e3ee4086,public/clients/keramicarstvo-pecarstvo-robert/hero.jpg,local:public/clients/keramicarstvo-pecarstvo-robert/hero.jpg,1,keramicarstvo-pecarstvo-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovno polaganje keramike in kopalniške površine,/clients/keramicarstvo-pecarstvo-robert/hero.jpg,False,
UNKNOWN,,hash:8cbe8b2094e4bd95,public/clients/polaganje-keramike-ostala/services.jpg,local:public/clients/polaganje-keramike-ostala/services.jpg,1,polaganje-keramike-ostala,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Prenova kopalnice in polaganje ploščic,/clients/polaganje-keramike-ostala/services.jpg,False,
UNKNOWN,,hash:8e4ea0231f3d5589,public/clients/frizerstvo-kitty-jozica/hero.jpg,local:public/clients/frizerstvo-kitty-jozica/hero.jpg,1,frizerstvo-kitty-jozica,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Svetel in urejen frizerski salon v Krškem,/clients/frizerstvo-kitty-jozica/hero.jpg,False,
UNKNOWN,,hash:944d56578df0471c,public/clients/salon-milka-zensko/hero.jpg,local:public/clients/salon-milka-zensko/hero.jpg,1,salon-milka-zensko,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Topel in svetel interier frizerskega salona z naravno svetlobo,/clients/salon-milka-zensko/hero.jpg,False,
UNKNOWN,,hash:96c636086e88d664,public/clients/obdelava-kamna-teracerstvo/services.jpg,local:public/clients/obdelava-kamna-teracerstvo/services.jpg,1,obdelava-kamna-teracerstvo,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Polaganje keramičnih ploščic in kamnitih talnih oblog,/clients/obdelava-kamna-teracerstvo/services.jpg,False,
UNKNOWN,,hash:b6697ef527b9fb79,public/clients/valentina-frizerski-salon/hero.jpg,local:public/clients/valentina-frizerski-salon/hero.jpg,1,valentina-frizerski-salon,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Topel in urejen frizerski salon z naravno svetlobo,/clients/valentina-frizerski-salon/hero.jpg,False,
UNKNOWN,,hash:bdfe876d97b43d60,public/clients/keratop-keramicarstvo-radoslav/services.jpg,local:public/clients/keratop-keramicarstvo-radoslav/services.jpg,1,keratop-keramicarstvo-radoslav,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančno polaganje stenskih in talnih keramičnih ploščic,/clients/keratop-keramicarstvo-radoslav/services.jpg,False,
UNKNOWN,,hash:ce7c6008f0bfd9f5,public/clients/klb-keramicarstvo-liman/services.jpg,local:public/clients/klb-keramicarstvo-liman/services.jpg,1,klb-keramicarstvo-liman,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Prenova kopalnice in polaganje ploščic,/clients/klb-keramicarstvo-liman/services.jpg,False,
UNKNOWN,,hash:e0f6202d4d71e5e2,public/clients/zuri-hair-beauty/hero.jpg,local:public/clients/zuri-hair-beauty/hero.jpg,1,zuri-hair-beauty,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Moderen frizerski salon z urejeno notranjostjo in prijetnim vzdušjem,/clients/zuri-hair-beauty/hero.jpg,False,
UNKNOWN,,hash:e5df58a9f41bea57,public/clients/polaganje-kamna-keramike/hero.jpg,local:public/clients/polaganje-kamna-keramike/hero.jpg,1,polaganje-kamna-keramike,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovno polaganje kamna in keramike v modernem interierju,/clients/polaganje-kamna-keramike/hero.jpg,False,
UNKNOWN,,pexels:10582334,,https://www.pexels.com/photo/an-interior-of-a-living-room-of-a-house-10582334/,1,rbt-gradbenistvo,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern interior painting and wall renovation dark mood,"Slikopleskarstvo, fasaderstvo in notranja prenova",https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/rbt-gradbenistvo/services.avif,True,
UNKNOWN,,pexels:10600175,,https://www.pexels.com/photo/woman-having-a-facial-treatment-in-a-beauty-studio-10600175/,1,g-b-kozmeticni,USED,Visual inspection not completed in this audit pass,Manual visual review required,cosmetic facial treatment spa salon,Strokovna nega obraza v sproščujočem ambientu salona,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/g-b-kozmeticni/services.avif,False,
UNKNOWN,,pexels:10871737,,https://www.pexels.com/photo/a-man-working-on-an-electric-switch-breakers-10871737/,1,elektroinstalacije-saso-sodja,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Montaža sodobne razsvetljave v stanovanju,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektroinstalacije-saso-sodja/services.avif,True,
UNKNOWN,,pexels:12113234,,https://www.pexels.com/photo/shadows-on-pavement-12113234/,1,kerago-keramicarstvo-druga,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Moderna prenova kopalnice in polaganje keramičnih ploščic,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kerago-keramicarstvo-druga/services.avif,True,
UNKNOWN,,pexels:12790167,,https://www.pexels.com/photo/close-up-photo-of-a-beautiful-woman-wearing-hat-12790167/,1,hairhitekt-by-tjasa,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional hair coloring and styling session,Strokovno striženje in nega las v frizerskem salonu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/hairhitekt-by-tjasa/services.avif,True,
UNKNOWN,,pexels:12866948,,https://www.pexels.com/photo/square-18-12866948/,1,konsens-tusar-breda,USED,Visual inspection not completed in this audit pass,Manual visual review required,business meeting professional service dark aesthetic desk interior,Strokovne poslovne storitve in svetovanje za stranke,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/konsens-tusar-breda/services.avif,True,
UNKNOWN,,pexels:13037133,,https://www.pexels.com/photo/close-up-shot-of-meat-on-a-charcoal-grill-13037133/,1,malca,USED,Visual inspection not completed in this audit pass,Manual visual review required,grilled meat skewers fast food dark mood aesthetic,Jedi z žara in hitra hrana,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/malca/services.avif,True,
UNKNOWN,,pexels:13809247,,https://www.pexels.com/photo/close-up-of-hair-scissors-13809247/,1,vip-4-men,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional barber trimming beard with scissors dark ambient,Brivnik med urejanjem brade stranke,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vip-4-men/services.avif,True,
UNKNOWN,,pexels:14904074,,https://www.pexels.com/photo/photo-of-a-dark-room-with-shadows-on-the-wall-14904074/,1,slikopleskarstvo-bostjan-gazvoda,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern interior wall decoration dark moody lighting squarish,Kakovostna pleskarska dela in dekorativne tehnike sten,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-bostjan-gazvoda/services.avif,True,
UNKNOWN,,pexels:15082384,,https://www.pexels.com/photo/burger-with-french-fries-15082384/,1,besim-hajdari,USED,Visual inspection not completed in this audit pass,Manual visual review required,gourmet burger and fries dark moody restaurant,Sočen burger s krompirčkom v restavraciji,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/besim-hajdari/hero.avif,True,
UNKNOWN,,pexels:15852066,,https://www.pexels.com/photo/bomb-doner-kebap-neon-15852066/,1,malca,USED,Visual inspection not completed in this audit pass,Manual visual review required,fresh donner kebab roll dark moody lighting neon accent,Svež döner kebab v okrepčevalnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/malca/hero.avif,True,
UNKNOWN,,pexels:16120497,,https://www.pexels.com/photo/beautician-making-facial-beauty-procedures-for-woman-in-salon-16120497/,1,ilash-studio-podaljsevanje,USED,Visual inspection not completed in this audit pass,Manual visual review required,beauty salon skincare professional,Strokovno podaljševanje trepalnic v urejenem salonu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/ilash-studio-podaljsevanje/hero.avif,False,
UNKNOWN,,pexels:16239801,,https://www.pexels.com/photo/worker-working-with-pavement-pavers-16239801/,1,adaptacije-keramicarstvo-deno,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Celovite adaptacije stanovanj in gradbena dela,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/adaptacije-keramicarstvo-deno/services.avif,True,
UNKNOWN,,pexels:16423838,,https://www.pexels.com/photo/roasted-chicken-with-fries-and-salad-16423838/,1,besim-hajdari,USED,Visual inspection not completed in this audit pass,Manual visual review required,grilled meat skewers and fast food dishes,Okusne jedi z žara in hitra prehrana,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/besim-hajdari/services.avif,True,
UNKNOWN,,pexels:16629411,,https://www.pexels.com/photo/white-square-tiles-16629411/,1,keramicarstvo-peter-nadlisek,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Natančno pološčene keramične ploščice v sodobnem prostoru,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/keramicarstvo-peter-nadlisek/services.avif,True,
UNKNOWN,,pexels:17842834,,https://www.pexels.com/photo/man-in-hard-hat-and-eyeglasses-working-with-electric-equipment-17842834/,1,elkan-elektroinstalacije-ljubisa,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Električar med delom pri montaži sodobne svetlobe,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elkan-elektroinstalacije-ljubisa/hero.avif,True,
UNKNOWN,,pexels:19250066,,https://www.pexels.com/photo/construction-workers-carrying-table-19250066/,1,krovstvo-petek,USED,Visual inspection not completed in this audit pass,Manual visual review required,construction workers building site professional,Krovec pri delu na strehi,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/krovstvo-petek/hero.avif,True,
UNKNOWN,,pexels:19664872,,https://www.pexels.com/photo/empty-seats-in-barbershop-19664872/,1,vip-4-men,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern upscale barbershop interior dark mood gentleman style,Notranjost sodobnega brivskega salona v Ljubljani,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vip-4-men/hero.avif,True,
UNKNOWN,,pexels:19664876,,https://www.pexels.com/photo/barber-cutting-client-hair-19664876/,1,frizerer-g-style,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern hair salon interior natural light,Storitve barvanja in oblikovanja pričesk,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/frizerer-g-style/services.avif,True,
UNKNOWN,,pexels:19666192,,https://www.pexels.com/photo/aromatherapy-and-massage-at-the-spa-19666192/,1,painting-roller-sebastjan,USED,Visual inspection not completed in this audit pass,Manual visual review required,relaxing spa treatment professional,Pripomočki za pleskanje sten in stropov,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/painting-roller-sebastjan/services.avif,False,
UNKNOWN,,pexels:27441065,,https://www.pexels.com/photo/pattern-blue-5-27441065/,1,dina-cistilni-servis,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional cleaning service modern office interior steel blue,Profesionalno čiščenje pisarniških prostorov v Novem mestu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/dina-cistilni-servis/hero.avif,True,
UNKNOWN,,pexels:29038452,,https://www.pexels.com/photo/craftsman-working-in-marrakech-workshop-29038452/,1,mizarstvo-joze-zupancic,USED,Visual inspection not completed in this audit pass,Manual visual review required,carpenter workshop woodcraft artisan traditional woodworking tools,Mizarska delavnica in obdelava lesa za unikatno pohištvo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-joze-zupancic/services.avif,True,
UNKNOWN,,pexels:29399427,,https://www.pexels.com/photo/modern-bathroom-sink-with-stylish-faucet-29399427/,1,instalteh-instalacije-tehvudin,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern bathroom sanitary equipment installation dark interior,Montaža sanitarne opreme v sodobnem objektu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/instalteh-instalacije-tehvudin/services.avif,True,
UNKNOWN,,pexels:30004480,,https://www.pexels.com/photo/elegant-professional-in-greenville-office-setting-30004480/,1,nepremicnine-land,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern real estate agent office interior dark mood,Notranjost sodobne nepremičninske pisarne v Postojni,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/nepremicnine-land/hero.avif,True,
UNKNOWN,,pexels:31085120,,https://www.pexels.com/photo/industrial-wall-with-rusted-pipe-and-vents-31085120/,1,lekse-instalacije-vladislav,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern water pipes and heating installation indoor view,Vodovodne inštalacije in ogrevalni sistemi,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/lekse-instalacije-vladislav/services.avif,True,
UNKNOWN,,pexels:31517287,,https://www.pexels.com/photo/modern-house-with-car-in-compiegne-france-31517287/,1,soboslikarstvo-fasaderstvo-zibert,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern house facade construction insulation work outdoor,Izdelava nove fasade in toplotne izolacije na stanovanjski hiši,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/soboslikarstvo-fasaderstvo-zibert/services.avif,True,
UNKNOWN,,pexels:32021732,,https://www.pexels.com/photo/colorful-vintage-ceramic-tiles-pattern-32021732/,1,polaganje-keram-ploscic,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Detajl položenih keramičnih ploščic in talnih oblog,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/polaganje-keram-ploscic/services.avif,True,
UNKNOWN,,pexels:33917084,,https://www.pexels.com/photo/rear-view-of-a-red-sports-car-in-urban-setting-33917084/,1,avtomehanika-mirko-pirc,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern car engine diagnostics and maintenance tools,Orodja in oprema za avtomobilsko diagnostiko in servise,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avtomehanika-mirko-pirc/services.avif,True,
UNKNOWN,,pexels:33966531,,https://www.pexels.com/photo/artistic-mosaic-pattern-with-vibrant-colors-33966531/,1,polaganje-keram-ploscic,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Polaganje keramičnih ploščic v svetlem in urejenem prostoru,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/polaganje-keram-ploscic/hero.avif,True,
UNKNOWN,,pexels:34054474,,https://www.pexels.com/photo/young-technician-working-on-electrical-panel-34054474/,1,elektro-keber-ziga,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Pregled in vzdrževanje elektro omarice ter inštalacij,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektro-keber-ziga/services.avif,True,
UNKNOWN,,pexels:35072812,,https://www.pexels.com/photo/close-up-of-craftsman-working-on-mechanical-repair-35072812/,1,instalteh-instalacije-tehvudin,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional plumber fixing modern bathroom pipes dark mood,Vodovodni inštalater pri popravilu cevi v kopalnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/instalteh-instalacije-tehvudin/hero.avif,True,
UNKNOWN,,pexels:35200609,,https://www.pexels.com/photo/colorful-patterned-ceramic-floor-tiles-35200609/,1,adaptacije-keramicarstvo-deno,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Strokovna prenova kopalnice in polaganje keramike,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/adaptacije-keramicarstvo-deno/hero.avif,True,
UNKNOWN,,pexels:35771549,,https://www.pexels.com/photo/elegant-european-building-with-autumn-foliage-35771549/,1,slikopleskarstvo-fasaderstvo-slika,USED,Visual inspection not completed in this audit pass,Manual visual review required,freshly painted house facade warm earth tones,Obnovljena fasada stanovanjske hiše v toplih tonih,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-fasaderstvo-slika/services.avif,True,
UNKNOWN,,pexels:35844833,,https://www.pexels.com/photo/modern-hair-salon-interior-with-stylish-lighting-35844833/,1,hairhitekt-by-tjasa,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern hair salon interior natural light,Sodobna notranjost frizerskega salona z elegantnimi detajli v Ljubljani,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/hairhitekt-by-tjasa/hero.avif,True,
UNKNOWN,,pexels:3616774,,https://www.pexels.com/photo/photo-of-shower-mounted-on-wall-3616774/,1,keramicarstvo-peter-nadlisek,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional tiler bathroom renovation,Keramičar polaga stensko keramiko v svetli prenovljeni kopalnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/keramicarstvo-peter-nadlisek/hero.avif,True,
UNKNOWN,,pexels:36497528,,https://www.pexels.com/photo/modern-milano-office-interior-with-natural-light-36497528/,1,mgs-cistilni-servis,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional commercial office cleaning service interior bright daylight,Profesionalno čiščenje poslovnih prostorov z naravno svetlobo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mgs-cistilni-servis/hero.avif,True,
UNKNOWN,,pexels:36799021,,https://www.pexels.com/photo/elderly-woman-sewing-in-malaysian-shop-36799021/,1,cevljarstvo-izdelava-kljucev,USED,Visual inspection not completed in this audit pass,Manual visual review required,key duplication machine in a local locksmith workshop,Izdelava ključev in popravilo obutve,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/cevljarstvo-izdelava-kljucev/services.avif,True,
UNKNOWN,,pexels:36887744,,https://www.pexels.com/photo/minimalist-wooden-interior-design-with-built-in-furniture-36887744/,1,mizarstvo-meze-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,custom wooden furniture craftsmanship warm natural light,Izdelava pohištva po meri v domači mizarski delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-meze-robert/hero.avif,True,
UNKNOWN,,pexels:37229298,,https://www.pexels.com/photo/relaxing-facial-treatment-at-spa-37229298/,1,kozmeticni-salon-temi,USED,Visual inspection not completed in this audit pass,Manual visual review required,cosmetic facial treatment spa salon,Urejen in svetel ambient kozmetičnega salona,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kozmeticni-salon-temi/hero.avif,False,
UNKNOWN,,pexels:37229299,,https://www.pexels.com/photo/relaxing-facial-treatment-at-a-spa-37229299/,1,kozmeticni-salon-temi,USED,Visual inspection not completed in this audit pass,Manual visual review required,cosmetic facial treatment spa salon,Strokovna nega obraza in lepotni tretmaji,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kozmeticni-salon-temi/services.avif,False,
UNKNOWN,,pexels:37229313,,https://www.pexels.com/photo/rejuvenating-spa-treatment-with-facial-mask-37229313/,1,kozmeticni-salon-talija,USED,Visual inspection not completed in this audit pass,Manual visual review required,cosmetic facial treatment spa salon,Nega obraza in sprostitveni tretma v kozmetičnem salonu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kozmeticni-salon-talija/services.avif,False,
UNKNOWN,,pexels:3736521,,https://www.pexels.com/photo/equipment-in-beauty-salon-3736521/,1,liara-beauty-house,USED,Visual inspection not completed in this audit pass,Manual visual review required,cozy luxury beauty salon interior warm aesthetic facial treatment,Topel in prijeten ambient lepotnega salona z naravno svetlobo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/liara-beauty-house/hero.avif,True,
UNKNOWN,,pexels:3738340,,https://www.pexels.com/photo/photo-of-woman-having-facial-care-3738340/,1,g-b-kozmeticni,USED,Visual inspection not completed in this audit pass,Manual visual review required,cosmetic facial treatment spa salon,Notranjost butičnega kozmetičnega salona z mehko svetlobo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/g-b-kozmeticni/hero.avif,False,
UNKNOWN,,pexels:37508560,,https://www.pexels.com/photo/colorful-geometric-tile-pattern-with-checkerboard-design-37508560/,1,kerago-keramicarstvo-druga,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Strokoven keramičar pri natančnem polaganju keramike,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kerago-keramicarstvo-druga/hero.avif,False,
UNKNOWN,,pexels:37704234,,https://www.pexels.com/photo/construction-workers-on-site-wearing-safety-gear-37704234/,1,sdg-dimnikarstvo-kemicno,USED,Visual inspection not completed in this audit pass,Manual visual review required,construction workers building site professional,Strokovni dimnikar pri vzdrževanju toplotne naprave v temnem profesionalnem ambientu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/sdg-dimnikarstvo-kemicno/hero.avif,True,
UNKNOWN,,pexels:38028966,,https://www.pexels.com/photo/close-up-of-industrial-metal-pipe-fitting-38028966/,1,vinko-cizerle,USED,Visual inspection not completed in this audit pass,Manual visual review required,metal keys duplication machinery workshop industrial close up,Orodja in stroji za izdelavo ključev ter popravila,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vinko-cizerle/services.avif,True,
UNKNOWN,,pexels:38146879,,https://www.pexels.com/photo/construction-worker-shoveling-sand-at-worksite-38146879/,1,sdg-dimnikarstvo-kemicno,USED,Visual inspection not completed in this audit pass,Manual visual review required,construction workers building site professional,Kemično čiščenje toplotnih naprav in strokovne dimnikarske storitve,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/sdg-dimnikarstvo-kemicno/services.avif,True,
UNKNOWN,,pexels:38171157,,https://www.pexels.com/photo/electrician-installing-solar-energy-wiring-indoors-38171157/,1,elektro-servis,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional electrician installing wiring,Električar med delom na električni omarici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektro-servis/hero.avif,False,
UNKNOWN,,pexels:38241071,,https://www.pexels.com/photo/scaffolding-on-historic-church-during-renovation-38241071/,1,rakaj-bau,USED,Visual inspection not completed in this audit pass,Manual visual review required,bricklaying and wall renovation construction work warm sunlight,Zidarska dela in prenova objektov,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/rakaj-bau/services.avif,True,
UNKNOWN,,pexels:38609263,,https://www.pexels.com/photo/modern-kitchen-interior-with-marble-countertop-38609263/,1,mizarstvo-meze-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,modern custom kitchen interior wood details olive gold,Sodobna kuhinja po meri z lesenimi elementi,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-meze-robert/services.avif,True,
UNKNOWN,,pexels:38706741,,https://www.pexels.com/photo/construction-worker-on-scaffolding-at-work-38706741/,1,krovstvo-petek,USED,Visual inspection not completed in this audit pass,Manual visual review required,construction workers building site professional,Krovska dela in nova kritina,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/krovstvo-petek/services.avif,True,
UNKNOWN,,pexels:38908688,,https://www.pexels.com/photo/modern-office-lounge-with-city-view-38908688/,1,konsens-tusar-breda,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional business consultation office in Slovenia moody dark interior,Profesionalna pisarna za poslovno svetovanje in storitve v Cerknici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/konsens-tusar-breda/hero.avif,True,
UNKNOWN,,pexels:4062185,,https://www.pexels.com/photo/black-and-blue-car-speedometer-4062185/,1,vzdrzevanje-vozil-branko,USED,Visual inspection not completed in this audit pass,Manual visual review required,car diagnostic tool plugged into dashboard modern garage,Diagnostika in pregled osebnega vozila v avtomehanični delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vzdrzevanje-vozil-branko/services.avif,True,
UNKNOWN,,pexels:4488655,,https://www.pexels.com/photo/man-in-white-shirt-holding-black-motorcycle-4488655/,1,avtomehanika-popravilo-avtomobilskih,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional car mechanic working in modern dark workshop with neon light,Avtomehanik pri delu v delavnici v Postojni,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avtomehanika-popravilo-avtomobilskih/hero.avif,True,
UNKNOWN,,pexels:4752996,,https://www.pexels.com/photo/white-and-blue-concrete-blocks-4752996/,1,keramicarstvo-hribar,USED,Visual inspection not completed in this audit pass,Manual visual review required,tile installer laying ceramic floor,Keramičar polaga keramične ploščice v sodobni kopalnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/keramicarstvo-hribar/hero.avif,True,
UNKNOWN,,pexels:4825736,,https://www.pexels.com/photo/table-with-bottle-of-alcohol-and-oranges-4825736/,1,mizarstvo-abram,USED,Visual inspection not completed in this audit pass,Manual visual review required,custom wooden kitchen interior warm natural light dark mood,Leseno pohištvo po meri v sodobnem interierju,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-abram/hero.avif,True,
UNKNOWN,,pexels:4981780,,https://www.pexels.com/photo/a-man-wearing-safety-glasses-and-respirator-mask-4981780/,1,slikopleskarstvo-bostjan-gazvoda,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional painter interior wall painting dark mood portrait,Slikopleskar pri natančnem barvanju notranjih sten,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-bostjan-gazvoda/hero.avif,True,
